ctgov,cause,dist,parameter1,parameter2,r
NCT00734474,Protocol Violation,gengamma,sigma,sigma,1.102e-01
NCT00734474,Protocol Violation,gengamma,sigma,Q,2.558e-03
NCT00734474,Protocol Violation,gengamma,Q,mu,-3.782e-05
NCT00734474,Protocol Violation,gengamma,Q,sigma,2.558e-03
NCT00734474,Protocol Violation,gengamma,Q,Q,5.937e-05
NCT00734474,Voluntary Withdrawal,gengamma,mu,mu,6.299e-01
NCT00734474,Voluntary Withdrawal,gengamma,mu,sigma,-1.504e-01
NCT00734474,Voluntary Withdrawal,gengamma,mu,Q,7.757e-01
NCT00734474,Voluntary Withdrawal,gengamma,sigma,mu,-1.504e-01
NCT00734474,Voluntary Withdrawal,gengamma,sigma,sigma,7.239e-02
NCT00734474,Voluntary Withdrawal,gengamma,sigma,Q,-2.887e-01
NCT00734474,Voluntary Withdrawal,gengamma,Q,mu,7.757e-01
NCT00734474,Voluntary Withdrawal,gengamma,Q,sigma,-2.887e-01
NCT00734474,Voluntary Withdrawal,gengamma,Q,Q,1.258e+00
NCT00740051,Lost to Follow-up,gengamma,mu,mu,5.490e-02
NCT00740051,Lost to Follow-up,gengamma,mu,sigma,1.737e-01
NCT00740051,Lost to Follow-up,gengamma,mu,Q,5.238e+00
NCT00740051,Lost to Follow-up,gengamma,sigma,mu,1.737e-01
NCT00740051,Lost to Follow-up,gengamma,sigma,sigma,6.348e-01
NCT00740051,Lost to Follow-up,gengamma,sigma,Q,1.777e+01
NCT00740051,Lost to Follow-up,gengamma,Q,mu,5.238e+00
NCT00740051,Lost to Follow-up,gengamma,Q,sigma,1.777e+01
NCT00740051,Lost to Follow-up,gengamma,Q,Q,5.806e+02
NCT00740051,Voluntary Withdrawal,gengamma,mu,mu,1.174e+00
NCT00740051,Voluntary Withdrawal,gengamma,mu,sigma,2.705e-01
NCT00740051,Voluntary Withdrawal,gengamma,mu,Q,-1.225e-02
NCT00740051,Voluntary Withdrawal,gengamma,sigma,mu,2.705e-01
NCT00740051,Voluntary Withdrawal,gengamma,sigma,sigma,6.923e-02
NCT00740051,Voluntary Withdrawal,gengamma,sigma,Q,-3.749e-04
NCT00740051,Voluntary Withdrawal,gengamma,Q,mu,-1.225e-02
NCT00740051,Voluntary Withdrawal,gengamma,Q,sigma,-3.749e-04
NCT00740051,Voluntary Withdrawal,gengamma,Q,Q,9.917e-04
NCT00772538,Adverse Event,gengamma,mu,mu,3.482e+00
NCT00772538,Adverse Event,gengamma,mu,sigma,9.241e+00
NCT00772538,Adverse Event,gengamma,mu,Q,-1.392e+01
NCT00772538,Adverse Event,gengamma,sigma,mu,9.241e+00
NCT00772538,Adverse Event,gengamma,sigma,sigma,5.178e+01
NCT00772538,Adverse Event,gengamma,sigma,Q,-8.123e+01
NCT00772538,Adverse Event,gengamma,Q,mu,-1.392e+01
NCT00772538,Adverse Event,gengamma,Q,sigma,-8.123e+01
NCT00772538,Adverse Event,gengamma,Q,Q,1.276e+02
NCT00772538,Other/Miscellaneous,gengamma,mu,mu,5.274e+00
NCT00772538,Other/Miscellaneous,gengamma,mu,sigma,1.116e+01
NCT00772538,Other/Miscellaneous,gengamma,mu,Q,-1.734e+01
NCT00772538,Other/Miscellaneous,gengamma,sigma,mu,1.116e+01
NCT00772538,Other/Miscellaneous,gengamma,sigma,sigma,6.037e+01
NCT00772538,Other/Miscellaneous,gengamma,sigma,Q,-9.780e+01
NCT00772538,Other/Miscellaneous,gengamma,Q,mu,-1.734e+01
NCT00772538,Other/Miscellaneous,gengamma,Q,sigma,-9.780e+01
NCT00772538,Other/Miscellaneous,gengamma,Q,Q,1.586e+02
NCT00772538,Voluntary Withdrawal,gengamma,mu,mu,1.000e+01
NCT00772538,Voluntary Withdrawal,gengamma,mu,sigma,6.243e-01
NCT00772538,Voluntary Withdrawal,gengamma,mu,Q,1.701e+01
NCT00772538,Voluntary Withdrawal,gengamma,sigma,mu,6.243e-01
NCT00772538,Voluntary Withdrawal,gengamma,sigma,sigma,7.560e-02
NCT00772538,Voluntary Withdrawal,gengamma,sigma,Q,7.621e-01
NCT00772538,Voluntary Withdrawal,gengamma,Q,mu,1.701e+01
NCT00772538,Voluntary Withdrawal,gengamma,Q,sigma,7.621e-01
NCT00772538,Voluntary Withdrawal,gengamma,Q,Q,3.240e+01
NCT00776984,Adverse Event,gengamma,mu,mu,2.303e+00
NCT00776984,Adverse Event,gengamma,mu,sigma,3.367e-01
NCT00776984,Adverse Event,gengamma,mu,Q,1.565e-01
NCT00776984,Adverse Event,gengamma,sigma,mu,3.367e-01
NCT00776984,Adverse Event,gengamma,sigma,sigma,5.376e-01
NCT00776984,Adverse Event,gengamma,sigma,Q,-1.477e+00
NCT00776984,Adverse Event,gengamma,Q,mu,1.565e-01
NCT00776984,Adverse Event,gengamma,Q,sigma,-1.477e+00
NCT00776984,Adverse Event,gengamma,Q,Q,4.646e+00
NCT00776984,Other/Miscellaneous,gengamma,mu,mu,7.494e+00
NCT00776984,Other/Miscellaneous,gengamma,mu,sigma,2.211e+01
NCT00776984,Other/Miscellaneous,gengamma,mu,Q,-3.021e+01
NCT00776984,Other/Miscellaneous,gengamma,sigma,mu,2.211e+01
NCT00776984,Other/Miscellaneous,gengamma,sigma,sigma,7.185e+01
NCT00776984,Other/Miscellaneous,gengamma,sigma,Q,-9.909e+01
NCT00776984,Other/Miscellaneous,gengamma,Q,mu,-3.021e+01
NCT00776984,Other/Miscellaneous,gengamma,Q,sigma,-9.909e+01
NCT00776984,Other/Miscellaneous,gengamma,Q,Q,1.368e+02
NCT00776984,Voluntary Withdrawal,gengamma,mu,mu,7.286e+00
NCT00776984,Voluntary Withdrawal,gengamma,mu,sigma,-4.419e-01
NCT00776984,Voluntary Withdrawal,gengamma,mu,Q,1.099e+01
NCT00776984,Voluntary Withdrawal,gengamma,sigma,mu,-4.419e-01
NCT00776984,Voluntary Withdrawal,gengamma,sigma,sigma,7.759e-02
NCT00776984,Voluntary Withdrawal,gengamma,sigma,Q,-9.074e-01
NCT00776984,Voluntary Withdrawal,gengamma,Q,mu,1.099e+01
NCT00776984,Voluntary Withdrawal,gengamma,Q,sigma,-9.074e-01
NCT00776984,Voluntary Withdrawal,gengamma,Q,Q,1.783e+01
NCT00782210,Adverse Event,gengamma,mu,mu,8.949e-01
NCT00782210,Adverse Event,gengamma,mu,sigma,6.758e-01
NCT00782210,Adverse Event,gengamma,mu,Q,-8.693e-01
NCT00782210,Adverse Event,gengamma,sigma,mu,6.758e-01
NCT00782210,Adverse Event,gengamma,sigma,sigma,6.135e-01
NCT00782210,Adverse Event,gengamma,sigma,Q,-8.400e-01
NCT00782210,Adverse Event,gengamma,Q,mu,-8.693e-01
NCT00782210,Adverse Event,gengamma,Q,sigma,-8.400e-01
NCT00782210,Adverse Event,gengamma,Q,Q,1.178e+00
NCT00782210,Lack of Efficacy,gengamma,mu,mu,8.619e+00
NCT00782210,Lack of Efficacy,gengamma,mu,sigma,-1.801e+00
NCT00782210,Lack of Efficacy,gengamma,mu,Q,9.010e+00
NCT00782210,Lack of Efficacy,gengamma,sigma,mu,-1.801e+00
NCT00782210,Lack of Efficacy,gengamma,sigma,sigma,9.889e-01
NCT00782210,Lack of Efficacy,gengamma,sigma,Q,-3.984e+00
NCT00782210,Lack of Efficacy,gengamma,Q,mu,9.010e+00
NCT00782210,Lack of Efficacy,gengamma,Q,sigma,-3.984e+00
NCT00782210,Lack of Efficacy,gengamma,Q,Q,1.665e+01
NCT00782210,Voluntary Withdrawal,gengamma,mu,mu,8.973e+00
NCT00782210,Voluntary Withdrawal,gengamma,mu,sigma,-1.058e+00
NCT00782210,Voluntary Withdrawal,gengamma,mu,Q,7.579e+00
NCT00782210,Voluntary Withdrawal,gengamma,sigma,mu,-1.058e+00
NCT00782210,Voluntary Withdrawal,gengamma,sigma,sigma,2.176e-01
NCT00782210,Voluntary Withdrawal,gengamma,sigma,Q,-1.225e+00
NCT00782210,Voluntary Withdrawal,gengamma,Q,mu,7.579e+00
NCT00782210,Voluntary Withdrawal,gengamma,Q,sigma,-1.225e+00
NCT00782210,Voluntary Withdrawal,gengamma,Q,Q,7.610e+00
NCT00782509,Adverse Event,gengamma,mu,mu,1.053e+00
NCT00782509,Adverse Event,gengamma,mu,sigma,6.227e-01
NCT00782509,Adverse Event,gengamma,mu,Q,-8.158e-01
NCT00782509,Adverse Event,gengamma,sigma,mu,6.227e-01
NCT00782509,Adverse Event,gengamma,sigma,sigma,4.697e-01
NCT00782509,Adverse Event,gengamma,sigma,Q,-6.727e-01
NCT00782509,Adverse Event,gengamma,Q,mu,-8.158e-01
NCT00782509,Adverse Event,gengamma,Q,sigma,-6.727e-01
NCT00782509,Adverse Event,gengamma,Q,Q,9.959e-01
NCT00782509,Lack of Efficacy,gengamma,mu,mu,2.306e+00
NCT00782509,Lack of Efficacy,gengamma,mu,sigma,-1.596e-01
NCT00782509,Lack of Efficacy,gengamma,mu,Q,1.427e+00
NCT00782509,Lack of Efficacy,gengamma,sigma,mu,-1.596e-01
NCT00782509,Lack of Efficacy,gengamma,sigma,sigma,1.963e+00
NCT00782509,Lack of Efficacy,gengamma,sigma,Q,-6.167e+00
NCT00782509,Lack of Efficacy,gengamma,Q,mu,1.427e+00
NCT00782509,Lack of Efficacy,gengamma,Q,sigma,-6.167e+00
NCT00782509,Lack of Efficacy,gengamma,Q,Q,1.977e+01
NCT00782509,Other/Miscellaneous,gengamma,mu,mu,7.605e+00
NCT00782509,Other/Miscellaneous,gengamma,mu,sigma,2.746e+00
NCT00782509,Other/Miscellaneous,gengamma,mu,Q,9.549e+01
NCT00782509,Other/Miscellaneous,gengamma,sigma,mu,2.746e+00
NCT00782509,Other/Miscellaneous,gengamma,sigma,sigma,1.030e+00
NCT00782509,Other/Miscellaneous,gengamma,sigma,Q,3.406e+01
NCT00782509,Other/Miscellaneous,gengamma,Q,mu,9.549e+01
NCT00782509,Other/Miscellaneous,gengamma,Q,sigma,3.406e+01
NCT00782509,Other/Miscellaneous,gengamma,Q,Q,1.246e+03
NCT00782509,Voluntary Withdrawal,gengamma,mu,mu,2.562e+01
NCT00782509,Voluntary Withdrawal,gengamma,mu,sigma,8.412e-02
NCT00782509,Voluntary Withdrawal,gengamma,mu,Q,3.377e+01
NCT00782509,Voluntary Withdrawal,gengamma,sigma,mu,8.412e-02
NCT00782509,Voluntary Withdrawal,gengamma,sigma,sigma,4.077e-02
NCT00782509,Voluntary Withdrawal,gengamma,sigma,Q,-1.850e-01
NCT00782509,Voluntary Withdrawal,gengamma,Q,mu,3.377e+01
NCT00782509,Voluntary Withdrawal,gengamma,Q,sigma,-1.850e-01
NCT00782509,Voluntary Withdrawal,gengamma,Q,Q,4.699e+01
NCT00793624,Adverse Event,gengamma,mu,mu,4.792e-01
NCT00793624,Adverse Event,gengamma,mu,sigma,1.671e-01
NCT00793624,Adverse Event,gengamma,mu,Q,-2.348e-01
NCT00793624,Adverse Event,gengamma,sigma,mu,1.671e-01
NCT00793624,Adverse Event,gengamma,sigma,sigma,2.572e-01
NCT00793624,Adverse Event,gengamma,sigma,Q,-5.561e-01
NCT00793624,Adverse Event,gengamma,Q,mu,-2.348e-01
NCT00793624,Adverse Event,gengamma,Q,sigma,-5.561e-01
NCT00793624,Adverse Event,gengamma,Q,Q,1.253e+00
NCT00793624,Lack of Efficacy,gengamma,mu,mu,2.884e+01
NCT00793624,Lack of Efficacy,gengamma,mu,sigma,1.238e+00
NCT00793624,Lack of Efficacy,gengamma,mu,Q,4.443e+01
NCT00793624,Lack of Efficacy,gengamma,sigma,mu,1.238e+00
NCT00793624,Lack of Efficacy,gengamma,sigma,sigma,7.961e-02
NCT00793624,Lack of Efficacy,gengamma,sigma,Q,1.607e+00
NCT00793624,Lack of Efficacy,gengamma,Q,mu,4.443e+01
NCT00793624,Lack of Efficacy,gengamma,Q,sigma,1.607e+00
NCT00793624,Lack of Efficacy,gengamma,Q,Q,7.304e+01
NCT00793624,Other/Miscellaneous,gengamma,mu,mu,6.278e-06
NCT00793624,Other/Miscellaneous,gengamma,mu,sigma,-2.141e-09
NCT00793624,Other/Miscellaneous,gengamma,mu,Q,1.536e-04
NCT00793624,Other/Miscellaneous,gengamma,sigma,mu,-2.141e-09
NCT00793624,Other/Miscellaneous,gengamma,sigma,sigma,6.278e-06
NCT00793624,Other/Miscellaneous,gengamma,sigma,Q,-8.751e-03
NCT00793624,Other/Miscellaneous,gengamma,Q,mu,1.536e-04
NCT00793624,Other/Miscellaneous,gengamma,Q,sigma,-8.751e-03
NCT00793624,Other/Miscellaneous,gengamma,Q,Q,6.278e+02
NCT00793624,Protocol Violation,gengamma,mu,mu,2.491e-06
NCT00793624,Protocol Violation,gengamma,mu,sigma,-4.534e-04
NCT00793624,Protocol Violation,gengamma,mu,Q,1.657e-03
NCT00793624,Protocol Violation,gengamma,sigma,mu,-4.534e-04
NCT00793624,Protocol Violation,gengamma,sigma,sigma,9.271e-02
NCT00793624,Protocol Violation,gengamma,sigma,Q,-3.574e-01
NCT00793624,Protocol Violation,gengamma,Q,mu,1.657e-03
NCT00793624,Protocol Violation,gengamma,Q,sigma,-3.574e-01
NCT00793624,Protocol Violation,gengamma,Q,Q,1.410e+00
NCT00793624,Voluntary Withdrawal,gengamma,mu,mu,3.506e+00
NCT00793624,Voluntary Withdrawal,gengamma,mu,sigma,-8.193e-02
NCT00793624,Voluntary Withdrawal,gengamma,mu,Q,3.359e+00
NCT00793624,Voluntary Withdrawal,gengamma,sigma,mu,-8.193e-02
NCT00793624,Voluntary Withdrawal,gengamma,sigma,sigma,1.678e-02
NCT00793624,Voluntary Withdrawal,gengamma,sigma,Q,-1.425e-01
NCT00793624,Voluntary Withdrawal,gengamma,Q,mu,3.359e+00
NCT00793624,Voluntary Withdrawal,gengamma,Q,sigma,-1.425e-01
NCT00793624,Voluntary Withdrawal,gengamma,Q,Q,3.536e+00
NCT00798161,Adverse Event,gengamma,mu,mu,1.606e+01
NCT00798161,Adverse Event,gengamma,mu,sigma,7.459e-03
NCT00798161,Adverse Event,gengamma,mu,Q,1.605e+01
NCT00798161,Adverse Event,gengamma,sigma,mu,7.459e-03
NCT00798161,Adverse Event,gengamma,sigma,sigma,2.420e-02
NCT00798161,Adverse Event,gengamma,sigma,Q,-1.419e-01
NCT00798161,Adverse Event,gengamma,Q,mu,1.605e+01
NCT00798161,Adverse Event,gengamma,Q,sigma,-1.419e-01
NCT00798161,Adverse Event,gengamma,Q,Q,1.712e+01
NCT00798161,Lack of Efficacy,gengamma,mu,mu,1.813e+01
NCT00798161,Lack of Efficacy,gengamma,mu,sigma,-4.341e-07
NCT00798161,Lack of Efficacy,gengamma,mu,Q,-1.814e+01
NCT00798161,Lack of Efficacy,gengamma,sigma,mu,-4.341e-07
NCT00798161,Lack of Efficacy,gengamma,sigma,sigma,3.627e-07
NCT00798161,Lack of Efficacy,gengamma,sigma,Q,4.343e-07
NCT00798161,Lack of Efficacy,gengamma,Q,mu,-1.814e+01
NCT00798161,Lack of Efficacy,gengamma,Q,sigma,4.343e-07
NCT00798161,Lack of Efficacy,gengamma,Q,Q,1.814e+01
NCT00798161,Lost to Follow-up,gengamma,mu,mu,1.253e+00
NCT00798161,Lost to Follow-up,gengamma,mu,sigma,-1.553e-01
NCT00798161,Lost to Follow-up,gengamma,mu,Q,1.483e+00
NCT00798161,Lost to Follow-up,gengamma,sigma,mu,-1.553e-01
NCT00798161,Lost to Follow-up,gengamma,sigma,sigma,5.882e-01
NCT00798161,Lost to Follow-up,gengamma,sigma,Q,-2.143e+00
NCT00798161,Lost to Follow-up,gengamma,Q,mu,1.483e+00
NCT00798161,Lost to Follow-up,gengamma,Q,sigma,-2.143e+00
NCT00798161,Lost to Follow-up,gengamma,Q,Q,8.527e+00
NCT00798161,Protocol Violation,gengamma,mu,mu,2.739e+01
NCT00798161,Protocol Violation,gengamma,mu,sigma,-2.815e+00
NCT00798161,Protocol Violation,gengamma,mu,Q,2.590e+01
NCT00798161,Protocol Violation,gengamma,sigma,mu,-2.815e+00
NCT00798161,Protocol Violation,gengamma,sigma,sigma,5.182e-01
NCT00798161,Protocol Violation,gengamma,sigma,Q,-3.759e+00
NCT00798161,Protocol Violation,gengamma,Q,mu,2.590e+01
NCT00798161,Protocol Violation,gengamma,Q,sigma,-3.759e+00
NCT00798161,Protocol Violation,gengamma,Q,Q,2.980e+01
NCT00798161,Voluntary Withdrawal,gengamma,mu,mu,2.550e+00
NCT00798161,Voluntary Withdrawal,gengamma,mu,sigma,7.636e-02
NCT00798161,Voluntary Withdrawal,gengamma,mu,Q,6.328e-01
NCT00798161,Voluntary Withdrawal,gengamma,sigma,mu,7.636e-02
NCT00798161,Voluntary Withdrawal,gengamma,sigma,sigma,1.209e+00
NCT00798161,Voluntary Withdrawal,gengamma,sigma,Q,-3.736e+00
NCT00798161,Voluntary Withdrawal,gengamma,Q,mu,6.328e-01
NCT00798161,Voluntary Withdrawal,gengamma,Q,sigma,-3.736e+00
NCT00798161,Voluntary Withdrawal,gengamma,Q,Q,1.186e+01
NCT00800683,Adverse Event,gengamma,mu,mu,4.393e+00
NCT00800683,Adverse Event,gengamma,mu,sigma,-3.107e-01
NCT00800683,Adverse Event,gengamma,mu,Q,4.960e+00
NCT00800683,Adverse Event,gengamma,sigma,mu,-3.107e-01
NCT00800683,Adverse Event,gengamma,sigma,sigma,7.015e-02
NCT00800683,Adverse Event,gengamma,sigma,Q,-4.877e-01
NCT00800683,Adverse Event,gengamma,Q,mu,4.960e+00
NCT00800683,Adverse Event,gengamma,Q,sigma,-4.877e-01
NCT00800683,Adverse Event,gengamma,Q,Q,6.088e+00
NCT00848081,Adverse Event,gengamma,mu,mu,9.311e+00
NCT00848081,Adverse Event,gengamma,mu,sigma,5.241e-01
NCT00848081,Adverse Event,gengamma,mu,Q,1.634e+01
NCT00848081,Adverse Event,gengamma,sigma,mu,5.241e-01
NCT00848081,Adverse Event,gengamma,sigma,sigma,6.653e-02
NCT00848081,Adverse Event,gengamma,sigma,Q,6.672e-01
NCT00848081,Adverse Event,gengamma,Q,mu,1.634e+01
NCT00848081,Adverse Event,gengamma,Q,sigma,6.672e-01
NCT00848081,Adverse Event,gengamma,Q,Q,3.108e+01
NCT00855582,Adverse Event,gengamma,mu,mu,1.732e-01
NCT00855582,Adverse Event,gengamma,mu,sigma,5.605e-01
NCT00855582,Adverse Event,gengamma,mu,Q,5.377e+01
NCT00855582,Adverse Event,gengamma,sigma,mu,5.605e-01
NCT00855582,Adverse Event,gengamma,sigma,sigma,1.834e+00
NCT00855582,Adverse Event,gengamma,sigma,Q,1.721e+02
NCT00855582,Adverse Event,gengamma,Q,mu,5.377e+01
NCT00855582,Adverse Event,gengamma,Q,sigma,1.721e+02
NCT00855582,Adverse Event,gengamma,Q,Q,1.698e+04
NCT00855582,Lack of Efficacy,gengamma,mu,mu,3.789e+00
NCT00855582,Lack of Efficacy,gengamma,mu,sigma,-1.162e-01
NCT00855582,Lack of Efficacy,gengamma,mu,Q,3.354e+00
NCT00855582,Lack of Efficacy,gengamma,sigma,mu,-1.162e-01
NCT00855582,Lack of Efficacy,gengamma,sigma,sigma,1.621e-01
NCT00855582,Lack of Efficacy,gengamma,sigma,Q,-7.658e-01
NCT00855582,Lack of Efficacy,gengamma,Q,mu,3.354e+00
NCT00855582,Lack of Efficacy,gengamma,Q,sigma,-7.658e-01
NCT00855582,Lack of Efficacy,gengamma,Q,Q,5.790e+00
NCT00855582,Other/Miscellaneous,gengamma,mu,mu,7.469e-02
NCT00855582,Other/Miscellaneous,gengamma,mu,sigma,1.892e-01
NCT00855582,Other/Miscellaneous,gengamma,mu,Q,7.926e+00
NCT00855582,Other/Miscellaneous,gengamma,sigma,mu,1.892e-01
NCT00855582,Other/Miscellaneous,gengamma,sigma,sigma,5.170e-01
NCT00855582,Other/Miscellaneous,gengamma,sigma,Q,2.038e+01
NCT00855582,Other/Miscellaneous,gengamma,Q,mu,7.926e+00
NCT00855582,Other/Miscellaneous,gengamma,Q,sigma,2.038e+01
NCT00855582,Other/Miscellaneous,gengamma,Q,Q,9.116e+02
NCT00855582,Protocol Violation,gengamma,mu,mu,5.853e-03
NCT00855582,Protocol Violation,gengamma,mu,sigma,5.447e-02
NCT00855582,Protocol Violation,gengamma,mu,Q,-2.329e-01
NCT00855582,Protocol Violation,gengamma,sigma,mu,5.447e-02
NCT00855582,Protocol Violation,gengamma,sigma,sigma,5.107e-01
NCT00855582,Protocol Violation,gengamma,sigma,Q,-2.170e+00
NCT00855582,Protocol Violation,gengamma,Q,mu,-2.329e-01
NCT00855582,Protocol Violation,gengamma,Q,sigma,-2.170e+00
NCT00855582,Protocol Violation,gengamma,Q,Q,9.271e+00
NCT00855582,Voluntary Withdrawal,gengamma,mu,mu,3.731e+00
NCT00855582,Voluntary Withdrawal,gengamma,mu,sigma,3.479e-01
NCT00855582,Voluntary Withdrawal,gengamma,mu,Q,9.466e+00
NCT00855582,Voluntary Withdrawal,gengamma,sigma,mu,3.479e-01
NCT00855582,Voluntary Withdrawal,gengamma,sigma,sigma,5.677e-02
NCT00855582,Voluntary Withdrawal,gengamma,sigma,Q,6.634e-01
NCT00855582,Voluntary Withdrawal,gengamma,Q,mu,9.466e+00
NCT00855582,Voluntary Withdrawal,gengamma,Q,sigma,6.634e-01
NCT00855582,Voluntary Withdrawal,gengamma,Q,Q,2.694e+01
NCT00861757,Adverse Event,gengamma,mu,mu,1.494e-01
NCT00861757,Adverse Event,gengamma,mu,sigma,2.997e-01
NCT00861757,Adverse Event,gengamma,mu,Q,1.216e+01
NCT00861757,Adverse Event,gengamma,sigma,mu,2.997e-01
NCT00861757,Adverse Event,gengamma,sigma,sigma,6.413e-01
NCT00861757,Adverse Event,gengamma,sigma,Q,2.467e+01
NCT00861757,Adverse Event,gengamma,Q,mu,1.216e+01
NCT00861757,Adverse Event,gengamma,Q,sigma,2.467e+01
NCT00861757,Adverse Event,gengamma,Q,Q,1.059e+03
NCT00861757,Voluntary Withdrawal,gengamma,mu,mu,9.480e-01
NCT00861757,Voluntary Withdrawal,gengamma,mu,sigma,7.703e-01
NCT00861757,Voluntary Withdrawal,gengamma,mu,Q,1.945e+01
NCT00861757,Voluntary Withdrawal,gengamma,sigma,mu,7.703e-01
NCT00861757,Voluntary Withdrawal,gengamma,sigma,sigma,6.538e-01
NCT00861757,Voluntary Withdrawal,gengamma,sigma,Q,1.557e+01
NCT00861757,Voluntary Withdrawal,gengamma,Q,mu,1.945e+01
NCT00861757,Voluntary Withdrawal,gengamma,Q,sigma,1.557e+01
NCT00861757,Voluntary Withdrawal,gengamma,Q,Q,4.177e+02
NCT00915772,Adverse Event,gengamma,mu,mu,1.950e+00
NCT00915772,Adverse Event,gengamma,mu,sigma,1.318e+00
NCT00915772,Adverse Event,gengamma,mu,Q,-1.537e+00
NCT00915772,Adverse Event,gengamma,sigma,mu,1.318e+00
NCT00915772,Adverse Event,gengamma,sigma,sigma,9.928e-01
NCT00915772,Adverse Event,gengamma,sigma,Q,-1.212e+00
NCT00915772,Adverse Event,gengamma,Q,mu,-1.537e+00
NCT00915772,Adverse Event,gengamma,Q,sigma,-1.212e+00
NCT00915772,Adverse Event,gengamma,Q,Q,1.515e+00
NCT00915772,Lack of Efficacy,gengamma,mu,mu,3.261e-01
NCT00915772,Lack of Efficacy,gengamma,mu,sigma,4.131e-01
NCT00915772,Lack of Efficacy,gengamma,mu,Q,-5.631e-01
NCT00915772,Lack of Efficacy,gengamma,sigma,mu,4.131e-01
NCT00915772,Lack of Efficacy,gengamma,sigma,sigma,6.683e-01
NCT00915772,Lack of Efficacy,gengamma,sigma,Q,-1.012e+00
NCT00915772,Lack of Efficacy,gengamma,Q,mu,-5.631e-01
NCT00915772,Lack of Efficacy,gengamma,Q,sigma,-1.012e+00
NCT00915772,Lack of Efficacy,gengamma,Q,Q,1.596e+00
NCT00915772,Other/Miscellaneous,gengamma,mu,mu,1.421e+01
NCT00915772,Other/Miscellaneous,gengamma,mu,sigma,-2.557e+00
NCT00915772,Other/Miscellaneous,gengamma,mu,Q,1.783e+01
NCT00915772,Other/Miscellaneous,gengamma,sigma,mu,-2.557e+00
NCT00915772,Other/Miscellaneous,gengamma,sigma,sigma,6.583e-01
NCT00915772,Other/Miscellaneous,gengamma,sigma,Q,-3.982e+00
NCT00915772,Other/Miscellaneous,gengamma,Q,mu,1.783e+01
NCT00915772,Other/Miscellaneous,gengamma,Q,sigma,-3.982e+00
NCT00915772,Other/Miscellaneous,gengamma,Q,Q,2.544e+01
NCT00915772,Voluntary Withdrawal,gengamma,mu,mu,1.690e+01
NCT00915772,Voluntary Withdrawal,gengamma,mu,sigma,1.890e+01
NCT00915772,Voluntary Withdrawal,gengamma,mu,Q,-2.278e+01
NCT00915772,Voluntary Withdrawal,gengamma,sigma,mu,1.890e+01
NCT00915772,Voluntary Withdrawal,gengamma,sigma,sigma,2.283e+01
NCT00915772,Voluntary Withdrawal,gengamma,sigma,Q,-2.788e+01
NCT00915772,Voluntary Withdrawal,gengamma,Q,mu,-2.278e+01
NCT00915772,Voluntary Withdrawal,gengamma,Q,sigma,-2.788e+01
NCT00915772,Voluntary Withdrawal,gengamma,Q,Q,3.413e+01
NCT00926289,Adverse Event,gengamma,mu,mu,1.241e+00
NCT00926289,Adverse Event,gengamma,mu,sigma,3.216e-01
NCT00926289,Adverse Event,gengamma,mu,Q,8.036e+00
NCT00926289,Adverse Event,gengamma,sigma,mu,3.216e-01
NCT00926289,Adverse Event,gengamma,sigma,sigma,1.002e-01
NCT00926289,Adverse Event,gengamma,sigma,Q,1.879e+00
NCT00926289,Adverse Event,gengamma,Q,mu,8.036e+00
NCT00926289,Adverse Event,gengamma,Q,sigma,1.879e+00
NCT00926289,Adverse Event,gengamma,Q,Q,5.867e+01
NCT00926289,Protocol Violation,gengamma,mu,mu,7.336e+00
NCT00926289,Protocol Violation,gengamma,mu,sigma,3.667e+00
NCT00926289,Protocol Violation,gengamma,mu,Q,-6.640e+00
NCT00926289,Protocol Violation,gengamma,sigma,mu,3.667e+00
NCT00926289,Protocol Violation,gengamma,sigma,sigma,2.148e+00
NCT00926289,Protocol Violation,gengamma,sigma,Q,-4.104e+00
NCT00926289,Protocol Violation,gengamma,Q,mu,-6.640e+00
NCT00926289,Protocol Violation,gengamma,Q,sigma,-4.104e+00
NCT00926289,Protocol Violation,gengamma,Q,Q,7.979e+00
NCT00954447,Adverse Event,gengamma,mu,mu,5.743e+00
NCT00954447,Adverse Event,gengamma,mu,sigma,-2.958e-01
NCT00954447,Adverse Event,gengamma,mu,Q,5.812e+00
NCT00954447,Adverse Event,gengamma,sigma,mu,-2.958e-01
NCT00954447,Adverse Event,gengamma,sigma,sigma,3.892e-02
NCT00954447,Adverse Event,gengamma,sigma,Q,-4.116e-01
NCT00954447,Adverse Event,gengamma,Q,mu,5.812e+00
NCT00954447,Adverse Event,gengamma,Q,sigma,-4.116e-01
NCT00954447,Adverse Event,gengamma,Q,Q,6.448e+00
NCT00954447,Lack of Efficacy,gengamma,mu,mu,1.542e-06
NCT00954447,Lack of Efficacy,gengamma,mu,sigma,4.197e-05
NCT00954447,Lack of Efficacy,gengamma,mu,Q,4.114e-07
NCT00954447,Lack of Efficacy,gengamma,sigma,mu,4.197e-05
NCT00954447,Lack of Efficacy,gengamma,sigma,sigma,5.661e-02
NCT00954447,Lack of Efficacy,gengamma,sigma,Q,5.550e-04
NCT00954447,Lack of Efficacy,gengamma,Q,mu,4.114e-07
NCT00954447,Lack of Efficacy,gengamma,Q,sigma,5.550e-04
NCT00954447,Lack of Efficacy,gengamma,Q,Q,5.441e-06
NCT00954447,Lost to Follow-up,gengamma,mu,mu,3.553e+01
