ctgov,cause,dist,parameter,est,se
NCT00277264,Adverse Event,gompertz,shape,-7.706e-03,1.168e-03
NCT00277264,Adverse Event,gompertz,rate,-6.763e+00,1.476e-01
NCT00277264,Other/Miscellaneous,gompertz,shape,-2.896e-03,2.946e-03
NCT00277264,Other/Miscellaneous,gompertz,rate,-9.459e+00,4.832e-01
NCT00277264,Protocol Violation,gompertz,shape,-5.986e-03,3.088e-03
NCT00277264,Protocol Violation,gompertz,rate,-9.010e+00,4.296e-01
NCT00277264,Voluntary Withdrawal,gompertz,shape,-6.893e-03,1.416e-03
NCT00277264,Voluntary Withdrawal,gompertz,rate,-7.291e+00,1.873e-01
NCT00321854,Adverse Event,gompertz,shape,-1.964e-03,9.493e-04
NCT00321854,Adverse Event,gompertz,rate,-7.322e+00,1.909e-01
NCT00321854,Lack of Efficacy,gompertz,shape,-5.974e-04,1.765e-03
NCT00321854,Lack of Efficacy,gompertz,rate,-8.855e+00,3.852e-01
NCT00321854,Protocol Violation,gompertz,shape,-1.646e-03,2.603e-03
NCT00321854,Protocol Violation,gompertz,rate,-9.408e+00,5.337e-01
NCT00321854,Voluntary Withdrawal,gompertz,shape,-6.032e-03,2.115e-03
NCT00321854,Voluntary Withdrawal,gompertz,rate,-8.047e+00,3.252e-01
NCT00384930,Adverse Event,gompertz,shape,-7.791e-03,5.812e-03
NCT00384930,Adverse Event,gompertz,rate,-7.211e+00,2.647e-01
NCT00384930,Other/Miscellaneous,gompertz,shape,-2.512e-02,8.972e-03
NCT00384930,Other/Miscellaneous,gompertz,rate,-7.255e+00,3.203e-01
NCT00384930,PI/Sponsor Decision,gompertz,shape,1.482e-02,9.876e-03
NCT00384930,PI/Sponsor Decision,gompertz,rate,-9.431e+00,5.928e-01
NCT00384930,Protocol Violation,gompertz,shape,-3.107e-03,1.163e-02
NCT00384930,Protocol Violation,gompertz,rate,-8.826e+00,5.634e-01
NCT00384930,Voluntary Withdrawal,gompertz,shape,-5.822e-03,6.333e-03
NCT00384930,Voluntary Withdrawal,gompertz,rate,-7.478e+00,2.961e-01
NCT00402233,Adverse Event,gompertz,shape,-2.367e-02,8.885e-03
NCT00402233,Adverse Event,gompertz,rate,-6.022e+00,3.177e-01
NCT00466167,Adverse Event,gompertz,shape,-1.336e-02,3.753e-03
NCT00466167,Adverse Event,gompertz,rate,-7.142e+00,2.953e-01
NCT00466167,Voluntary Withdrawal,gompertz,shape,-2.709e-03,3.654e-03
NCT00466167,Voluntary Withdrawal,gompertz,rate,-8.364e+00,4.235e-01
NCT00472199,Adverse Event,gompertz,shape,-1.562e-02,3.643e-03
NCT00472199,Adverse Event,gompertz,rate,-5.997e+00,2.343e-01
NCT00472199,Lack of Efficacy,gompertz,shape,-1.487e-02,4.315e-03
NCT00472199,Lack of Efficacy,gompertz,rate,-6.405e+00,2.840e-01
NCT00472199,Voluntary Withdrawal,gompertz,shape,-1.417e-02,6.892e-03
NCT00472199,Voluntary Withdrawal,gompertz,rate,-7.409e+00,4.636e-01
NCT00479401,Adverse Event,gompertz,shape,-1.037e-02,2.492e-03
NCT00479401,Adverse Event,gompertz,rate,-6.797e+00,2.275e-01
NCT00479401,Voluntary Withdrawal,gompertz,shape,-6.396e-03,3.039e-03
NCT00479401,Voluntary Withdrawal,gompertz,rate,-7.682e+00,3.227e-01
NCT00525512,Adverse Event,gompertz,shape,-5.424e-04,5.918e-04
NCT00525512,Adverse Event,gompertz,rate,-8.041e+00,2.108e-01
NCT00525512,Lack of Efficacy,gompertz,shape,-5.196e-03,1.629e-03
NCT00525512,Lack of Efficacy,gompertz,rate,-8.447e+00,3.506e-01
NCT00525512,Other/Miscellaneous,gompertz,shape,-8.219e-03,1.831e-03
NCT00525512,Other/Miscellaneous,gompertz,rate,-7.717e+00,2.850e-01
NCT00525512,Voluntary Withdrawal,gompertz,shape,-3.166e-03,1.107e-03
NCT00525512,Voluntary Withdrawal,gompertz,rate,-8.377e+00,2.996e-01
NCT00563381,Adverse Event,gompertz,shape,-4.285e-03,4.331e-04
NCT00563381,Adverse Event,gompertz,rate,-7.703e+00,7.090e-02
NCT00563381,Lack of Efficacy,gompertz,shape,-5.307e-03,1.409e-03
NCT00563381,Lack of Efficacy,gompertz,rate,-9.869e+00,2.174e-01
NCT00563381,Lost to Follow-up,gompertz,shape,-1.856e-03,2.062e-03
NCT00563381,Lost to Follow-up,gompertz,rate,-1.128e+01,3.858e-01
NCT00563381,Other/Miscellaneous,gompertz,shape,-3.523e-03,1.313e-03
NCT00563381,Other/Miscellaneous,gompertz,rate,-1.007e+01,2.245e-01
NCT00563381,Protocol Violation,gompertz,shape,-7.649e-03,9.795e-04
NCT00563381,Protocol Violation,gompertz,rate,-8.698e+00,1.313e-01
NCT00563381,Voluntary Withdrawal,gompertz,shape,-7.740e-03,5.790e-04
NCT00563381,Voluntary Withdrawal,gompertz,rate,-7.630e+00,7.721e-02
NCT00601250,Adverse Event,gompertz,shape,-7.183e-03,6.296e-03
NCT00601250,Adverse Event,gompertz,rate,-8.712e+00,5.232e-01
NCT00601250,Other/Miscellaneous,gompertz,shape,8.081e-03,6.573e-03
NCT00601250,Other/Miscellaneous,gompertz,rate,-1.013e+01,7.598e-01
NCT00601250,Voluntary Withdrawal,gompertz,shape,-8.472e-03,5.142e-03
NCT00601250,Voluntary Withdrawal,gompertz,rate,-8.191e+00,4.130e-01
NCT00602472,Adverse Event,gompertz,shape,-6.104e-03,3.939e-03
NCT00602472,Adverse Event,gompertz,rate,-8.262e+00,3.341e-01
NCT00602472,Protocol Violation,gompertz,shape,-7.903e-04,4.309e-03
NCT00602472,Protocol Violation,gompertz,rate,-8.908e+00,4.150e-01
NCT00602472,Voluntary Withdrawal,gompertz,shape,-1.144e-03,4.414e-03
NCT00602472,Voluntary Withdrawal,gompertz,rate,-8.926e+00,4.218e-01
NCT00622284,Adverse Event,gompertz,shape,-2.721e-03,4.311e-04
NCT00622284,Adverse Event,gompertz,rate,-7.970e+00,1.313e-01
NCT00622284,Lack of Efficacy,gompertz,shape,3.031e-04,6.084e-04
NCT00622284,Lack of Efficacy,gompertz,rate,-9.799e+00,2.568e-01
NCT00622284,Lost to Follow-up,gompertz,shape,-1.130e-03,1.033e-03
NCT00622284,Lost to Follow-up,gompertz,rate,-1.032e+01,3.775e-01
NCT00622284,Other/Miscellaneous,gompertz,shape,-1.697e-03,6.584e-04
NCT00622284,Other/Miscellaneous,gompertz,rate,-9.209e+00,2.259e-01
NCT00622284,Protocol Violation,gompertz,shape,-1.284e-03,1.183e-03
NCT00622284,Protocol Violation,gompertz,rate,-1.054e+01,4.250e-01
NCT00622284,Voluntary Withdrawal,gompertz,shape,-3.489e-03,7.953e-04
NCT00622284,Voluntary Withdrawal,gompertz,rate,-8.902e+00,2.207e-01
NCT00641043,Adverse Event,gompertz,shape,-1.522e-02,7.577e-03
NCT00641043,Adverse Event,gompertz,rate,-7.731e+00,4.989e-01
NCT00654381,Adverse Event,gompertz,shape,9.433e-03,2.655e-03
NCT00654381,Adverse Event,gompertz,rate,-1.123e+01,7.412e-01
NCT00734474,Adverse Event,gompertz,shape,-8.890e-05,3.142e-04
NCT00734474,Adverse Event,gompertz,rate,-7.855e+00,1.230e-01
NCT00734474,Lack of Efficacy,gompertz,shape,-3.016e-03,1.495e-03
NCT00734474,Lack of Efficacy,gompertz,rate,-9.865e+00,4.207e-01
NCT00734474,Lost to Follow-up,gompertz,shape,-1.443e-03,9.175e-04
NCT00734474,Lost to Follow-up,gompertz,rate,-9.487e+00,3.105e-01
NCT00734474,Other/Miscellaneous,gompertz,shape,-2.507e-03,1.437e-03
NCT00734474,Other/Miscellaneous,gompertz,rate,-9.980e+00,4.299e-01
NCT00734474,PI/Sponsor Decision,gompertz,shape,-2.267e-03,8.937e-04
NCT00734474,PI/Sponsor Decision,gompertz,rate,-9.121e+00,2.749e-01
NCT00734474,Protocol Violation,gompertz,shape,4.747e-04,1.429e-03
NCT00734474,Protocol Violation,gompertz,rate,-1.109e+01,5.908e-01
NCT00734474,Voluntary Withdrawal,gompertz,shape,-1.884e-03,5.181e-04
NCT00734474,Voluntary Withdrawal,gompertz,rate,-8.176e+00,1.667e-01
NCT00740051,Lost to Follow-up,gompertz,shape,-9.347e-04,2.870e-03
NCT00740051,Lost to Follow-up,gompertz,rate,-8.639e+00,5.603e-01
NCT00740051,Voluntary Withdrawal,gompertz,shape,-6.054e-03,2.908e-03
NCT00740051,Voluntary Withdrawal,gompertz,rate,-7.691e+00,4.254e-01
NCT00772538,Adverse Event,gompertz,shape,-1.039e-03,2.964e-03
NCT00772538,Adverse Event,gompertz,rate,-9.235e+00,5.472e-01
NCT00772538,Other/Miscellaneous,gompertz,shape,-4.879e-03,2.937e-03
NCT00772538,Other/Miscellaneous,gompertz,rate,-8.546e+00,4.479e-01
NCT00772538,Voluntary Withdrawal,gompertz,shape,-2.770e-03,3.163e-03
NCT00772538,Voluntary Withdrawal,gompertz,rate,-9.065e+00,5.376e-01
NCT00776984,Adverse Event,gompertz,shape,3.835e-04,3.226e-03
NCT00776984,Adverse Event,gompertz,rate,-9.643e+00,6.316e-01
NCT00776984,Other/Miscellaneous,gompertz,shape,8.507e-05,2.727e-03
NCT00776984,Other/Miscellaneous,gompertz,rate,-9.256e+00,5.272e-01
NCT00776984,Voluntary Withdrawal,gompertz,shape,-7.794e-04,2.350e-03
NCT00776984,Voluntary Withdrawal,gompertz,rate,-8.810e+00,4.373e-01
NCT00782210,Adverse Event,gompertz,shape,-1.703e-03,1.411e-03
NCT00782210,Adverse Event,gompertz,rate,-7.879e+00,2.487e-01
NCT00782210,Lack of Efficacy,gompertz,shape,-6.240e-03,2.725e-03
NCT00782210,Lack of Efficacy,gompertz,rate,-8.399e+00,3.792e-01
NCT00782210,Voluntary Withdrawal,gompertz,shape,-7.511e-03,2.209e-03
NCT00782210,Voluntary Withdrawal,gompertz,rate,-7.755e+00,2.864e-01
NCT00782509,Adverse Event,gompertz,shape,-3.560e-03,1.512e-03
NCT00782509,Adverse Event,gompertz,rate,-7.744e+00,2.441e-01
NCT00782509,Lack of Efficacy,gompertz,shape,-2.376e-03,2.534e-03
NCT00782509,Lack of Efficacy,gompertz,rate,-8.985e+00,4.345e-01
NCT00782509,Other/Miscellaneous,gompertz,shape,-1.099e-02,4.408e-03
NCT00782509,Other/Miscellaneous,gompertz,rate,-8.586e+00,4.727e-01
NCT00782509,Voluntary Withdrawal,gompertz,shape,-3.988e-03,2.787e-03
NCT00782509,Voluntary Withdrawal,gompertz,rate,-8.892e+00,4.401e-01
NCT00793624,Adverse Event,gompertz,shape,-6.003e-03,1.418e-03
NCT00793624,Adverse Event,gompertz,rate,-7.488e+00,1.987e-01
NCT00793624,Lack of Efficacy,gompertz,shape,-1.377e-02,4.124e-03
NCT00793624,Lack of Efficacy,gompertz,rate,-8.303e+00,3.760e-01
NCT00793624,Other/Miscellaneous,gompertz,shape,3.755e-03,2.558e-03
NCT00793624,Other/Miscellaneous,gompertz,rate,-1.033e+01,5.606e-01
NCT00793624,Protocol Violation,gompertz,shape,-8.690e-03,4.026e-03
NCT00793624,Protocol Violation,gompertz,rate,-9.105e+00,4.858e-01
NCT00793624,Voluntary Withdrawal,gompertz,shape,-6.489e-03,1.609e-03
NCT00793624,Voluntary Withdrawal,gompertz,rate,-7.654e+00,2.195e-01
NCT00798161,Adverse Event,gompertz,shape,-1.346e-02,4.541e-03
NCT00798161,Adverse Event,gompertz,rate,-7.561e+00,3.129e-01
NCT00798161,Lack of Efficacy,gompertz,shape,5.521e-03,4.962e-03
NCT00798161,Lack of Efficacy,gompertz,rate,-9.401e+00,5.400e-01
NCT00798161,Lost to Follow-up,gompertz,shape,4.590e-03,5.438e-03
NCT00798161,Lost to Follow-up,gompertz,rate,-9.506e+00,5.816e-01
NCT00798161,Protocol Violation,gompertz,shape,-1.568e-02,6.452e-03
NCT00798161,Protocol Violation,gompertz,rate,-8.065e+00,4.175e-01
NCT00798161,Voluntary Withdrawal,gompertz,shape,-9.463e-03,4.739e-03
NCT00798161,Voluntary Withdrawal,gompertz,rate,-8.004e+00,3.647e-01
NCT00800683,Adverse Event,gompertz,shape,-2.391e-03,2.231e-03
NCT00800683,Adverse Event,gompertz,rate,-7.268e+00,4.025e-01
NCT00848081,Adverse Event,gompertz,shape,-1.640e-02,1.245e-02
NCT00848081,Adverse Event,gompertz,rate,-7.054e+00,4.919e-01
NCT00855582,Adverse Event,gompertz,shape,-3.179e-02,1.461e-02
NCT00855582,Adverse Event,gompertz,rate,-7.347e+00,4.696e-01
NCT00855582,Lack of Efficacy,gompertz,shape,-1.147e-02,1.192e-02
NCT00855582,Lack of Efficacy,gompertz,rate,-7.860e+00,5.074e-01
NCT00855582,Other/Miscellaneous,gompertz,shape,-1.009e-02,1.026e-02
NCT00855582,Other/Miscellaneous,gompertz,rate,-7.621e+00,4.443e-01
NCT00855582,Protocol Violation,gompertz,shape,-3.282e-03,1.156e-02
NCT00855582,Protocol Violation,gompertz,rate,-8.166e+00,5.447e-01
NCT00855582,Voluntary Withdrawal,gompertz,shape,-1.675e-02,1.065e-02
NCT00855582,Voluntary Withdrawal,gompertz,rate,-7.395e+00,4.228e-01
NCT00861757,Adverse Event,gompertz,shape,-1.433e-02,1.091e-02
NCT00861757,Adverse Event,gompertz,rate,-7.570e+00,4.476e-01
NCT00861757,Voluntary Withdrawal,gompertz,shape,-1.269e-02,1.161e-02
NCT00861757,Voluntary Withdrawal,gompertz,rate,-7.769e+00,4.869e-01
NCT00915772,Adverse Event,gompertz,shape,-1.089e-03,1.540e-03
NCT00915772,Adverse Event,gompertz,rate,-8.396e+00,3.101e-01
NCT00915772,Lack of Efficacy,gompertz,shape,5.251e-03,1.894e-03
NCT00915772,Lack of Efficacy,gompertz,rate,-9.997e+00,4.986e-01
NCT00915772,Other/Miscellaneous,gompertz,shape,-2.526e-03,2.230e-03
NCT00915772,Other/Miscellaneous,gompertz,rate,-8.857e+00,4.155e-01
NCT00915772,Voluntary Withdrawal,gompertz,shape,-3.576e-03,2.355e-03
NCT00915772,Voluntary Withdrawal,gompertz,rate,-8.759e+00,4.130e-01
NCT00926289,Adverse Event,gompertz,shape,-4.472e-02,1.782e-02
NCT00926289,Adverse Event,gompertz,rate,-6.753e+00,3.610e-01
NCT00926289,Protocol Violation,gompertz,shape,-1.598e-02,1.604e-02
NCT00926289,Protocol Violation,gompertz,rate,-7.281e+00,4.043e-01
NCT00954447,Adverse Event,gompertz,shape,-3.588e-03,1.130e-03
NCT00954447,Adverse Event,gompertz,rate,-8.629e+00,2.373e-01
NCT00954447,Lack of Efficacy,gompertz,shape,-1.459e-03,1.645e-03
NCT00954447,Lack of Efficacy,gompertz,rate,-9.982e+00,4.118e-01
NCT00954447,Lost to Follow-up,gompertz,shape,-5.904e-03,1.989e-03
NCT00954447,Lost to Follow-up,gompertz,rate,-9.141e+00,3.447e-01
NCT00954447,Other/Miscellaneous,gompertz,shape,-2.122e-03,1.233e-03
NCT00954447,Other/Miscellaneous,gompertz,rate,-9.214e+00,2.923e-01
NCT00954447,Voluntary Withdrawal,gompertz,shape,-2.063e-03,1.148e-03
NCT00954447,Voluntary Withdrawal,gompertz,rate,-9.089e+00,2.735e-01
NCT00970632,Protocol Violation,gompertz,shape,1.481e-02,8.549e-03
NCT00970632,Protocol Violation,gompertz,rate,-8.314e+00,5.003e-01
NCT00970632,Voluntary Withdrawal,gompertz,shape,4.822e-03,9.698e-03
NCT00970632,Voluntary Withdrawal,gompertz,rate,-8.092e+00,5.119e-01
NCT00975195,Adverse Event,gompertz,shape,-1.565e-03,6.653e-04
NCT00975195,Adverse Event,gompertz,rate,-8.003e+00,1.265e-01
NCT00975195,Lack of Efficacy,gompertz,shape,-6.848e-03,3.226e-03
NCT00975195,Lack of Efficacy,gompertz,rate,-1.016e+01,4.535e-01
NCT00975195,Lost to Follow-up,gompertz,shape,4.770e-04,2.362e-03
NCT00975195,Lost to Follow-up,gompertz,rate,-1.092e+01,4.967e-01
NCT00975195,Other/Miscellaneous,gompertz,shape,-1.310e-03,1.214e-03
NCT00975195,Other/Miscellaneous,gompertz,rate,-9.255e+00,2.340e-01
NCT00975195,Protocol Violation,gompertz,shape,-1.904e-03,1.364e-03
NCT00975195,Protocol Violation,gompertz,rate,-9.375e+00,2.548e-01
NCT00975195,Voluntary Withdrawal,gompertz,shape,-4.906e-03,9.960e-04
NCT00975195,Voluntary Withdrawal,gompertz,rate,-8.176e+00,1.572e-01
NCT00996658,Other/Miscellaneous,gompertz,shape,2.560e-03,5.236e-03
NCT00996658,Other/Miscellaneous,gompertz,rate,-8.210e+00,5.377e-01
NCT01064687,Adverse Event,gompertz,shape,-1.162e-02,2.698e-03
NCT01064687,Adverse Event,gompertz,rate,-8.033e+00,2.896e-01
NCT01064687,Lost to Follow-up,gompertz,shape,4.660e-03,2.009e-03
NCT01064687,Lost to Follow-up,gompertz,rate,-1.046e+01,5.027e-01
NCT01064687,Voluntary Withdrawal,gompertz,shape,5.570e-04,1.758e-03
NCT01064687,Voluntary Withdrawal,gompertz,rate,-9.455e+00,3.755e-01
NCT01075282,Adverse Event,gompertz,shape,-2.795e-03,1.433e-03
NCT01075282,Adverse Event,gompertz,rate,-9.185e+00,3.605e-01
NCT01075282,Other/Miscellaneous,gompertz,shape,-4.606e-03,2.044e-03
NCT01075282,Other/Miscellaneous,gompertz,rate,-9.378e+00,4.384e-01
NCT01075282,Voluntary Withdrawal,gompertz,shape,-3.234e-03,1.344e-03
NCT01075282,Voluntary Withdrawal,gompertz,rate,-8.931e+00,3.255e-01
NCT01084005,Protocol Violation,gompertz,shape,9.030e-03,6.864e-03
NCT01084005,Protocol Violation,gompertz,rate,-9.096e+00,7.738e-01
NCT01087502,Adverse Event,gompertz,shape,-1.075e-03,1.846e-03
NCT01087502,Adverse Event,gompertz,rate,-7.753e+00,3.568e-01
NCT01126437,Adverse Event,gompertz,shape,-8.891e-04,9.628e-05
NCT01126437,Adverse Event,gompertz,rate,-8.478e+00,4.134e-02
NCT01126437,Lack of Efficacy,gompertz,shape,-3.074e-03,3.607e-04
NCT01126437,Lack of Efficacy,gompertz,rate,-1.013e+01,1.148e-01
NCT01126437,Lost to Follow-up,gompertz,shape,-7.401e-04,3.148e-04
NCT01126437,Lost to Follow-up,gompertz,rate,-1.091e+01,1.378e-01
NCT01126437,Other/Miscellaneous,gompertz,shape,9.710e-05,1.686e-04
NCT01126437,Other/Miscellaneous,gompertz,rate,-1.004e+01,8.161e-02
NCT01126437,Protocol Violation,gompertz,shape,-1.116e-03,3.198e-04
NCT01126437,Protocol Violation,gompertz,rate,-1.078e+01,1.334e-01
NCT01126437,Voluntary Withdrawal,gompertz,shape,-2.696e-03,1.503e-04
NCT01126437,Voluntary Withdrawal,gompertz,rate,-8.552e+00,5.047e-02
NCT01126580,Adverse Event,gompertz,shape,-8.576e-03,2.061e-03
NCT01126580,Adverse Event,gompertz,rate,-7.817e+00,2.618e-01
NCT01126580,Lost to Follow-up,gompertz,shape,1.008e-03,1.815e-03
NCT01126580,Lost to Follow-up,gompertz,rate,-9.375e+00,3.925e-01
NCT01126580,PI/Sponsor Decision,gompertz,shape,-7.166e-04,2.120e-03
NCT01126580,PI/Sponsor Decision,gompertz,rate,-9.366e+00,4.225e-01
NCT01126580,Voluntary Withdrawal,gompertz,shape,-7.683e-04,1.500e-03
NCT01126580,Voluntary Withdrawal,gompertz,rate,-8.665e+00,2.981e-01
NCT01131676,Adverse Event,gompertz,shape,3.021e-04,1.428e-04
NCT01131676,Adverse Event,gompertz,rate,-8.230e+00,1.130e-01
NCT01131676,Other/Miscellaneous,gompertz,shape,1.004e-03,2.056e-04
NCT01131676,Other/Miscellaneous,gompertz,rate,-9.373e+00,1.773e-01
NCT01131676,Protocol Violation,gompertz,shape,-2.714e-04,4.994e-04
NCT01131676,Protocol Violation,gompertz,rate,-1.040e+01,3.651e-01
NCT01131676,Voluntary Withdrawal,gompertz,shape,9.511e-04,3.252e-04
NCT01131676,Voluntary Withdrawal,gompertz,rate,-1.026e+01,2.787e-01
NCT01159600,Adverse Event,gompertz,shape,-1.034e-02,3.716e-03
NCT01159600,Adverse Event,gompertz,rate,-7.966e+00,2.811e-01
NCT01159600,Lost to Follow-up,gompertz,shape,1.227e-02,6.399e-03
NCT01159600,Lost to Follow-up,gompertz,rate,-1.099e+01,7.761e-01
NCT01159600,Other/Miscellaneous,gompertz,shape,-7.810e-03,4.641e-03
NCT01159600,Other/Miscellaneous,gompertz,rate,-8.636e+00,3.756e-01
NCT01159600,Voluntary Withdrawal,gompertz,shape,-1.152e-02,4.772e-03
NCT01159600,Voluntary Withdrawal,gompertz,rate,-8.360e+00,3.495e-01
NCT01164501,Adverse Event,gompertz,shape,-3.857e-03,1.528e-03
NCT01164501,Adverse Event,gompertz,rate,-8.057e+00,2.592e-01
NCT01164501,Other/Miscellaneous,gompertz,shape,-1.382e-03,2.650e-03
NCT01164501,Other/Miscellaneous,gompertz,rate,-9.624e+00,5.136e-01
NCT01164501,Voluntary Withdrawal,gompertz,shape,-3.317e-03,2.108e-03
NCT01164501,Voluntary Withdrawal,gompertz,rate,-8.802e+00,3.685e-01
NCT01167881,Adverse Event,gompertz,shape,-2.905e-03,4.475e-04
NCT01167881,Adverse Event,gompertz,rate,-8.867e+00,1.800e-01
NCT01167881,Lost to Follow-up,gompertz,shape,-2.713e-03,6.789e-04
NCT01167881,Lost to Follow-up,gompertz,rate,-9.833e+00,2.853e-01
NCT01167881,Other/Miscellaneous,gompertz,shape,-2.932e-03,4.754e-04
NCT01167881,Other/Miscellaneous,gompertz,rate,-8.969e+00,1.901e-01
NCT01167881,Protocol Violation,gompertz,shape,-5.223e-03,1.256e-03
NCT01167881,Protocol Violation,gompertz,rate,-9.542e+00,3.188e-01
NCT01167881,Voluntary Withdrawal,gompertz,shape,-2.019e-03,3.986e-04
NCT01167881,Voluntary Withdrawal,gompertz,rate,-9.271e+00,1.973e-01
NCT01177813,Adverse Event,gompertz,shape,-6.306e-03,4.695e-03
NCT01177813,Adverse Event,gompertz,rate,-8.403e+00,3.921e-01
NCT01177813,Lost to Follow-up,gompertz,shape,3.279e-03,4.152e-03
NCT01177813,Lost to Follow-up,gompertz,rate,-8.987e+00,4.314e-01
NCT01177813,Other/Miscellaneous,gompertz,shape,-7.768e-03,6.159e-03
NCT01177813,Other/Miscellaneous,gompertz,rate,-8.816e+00,4.952e-01
NCT01177813,Voluntary Withdrawal,gompertz,shape,-7.001e-03,3.927e-03
NCT01177813,Voluntary Withdrawal,gompertz,rate,-7.984e+00,3.221e-01
NCT01191268,Adverse Event,gompertz,shape,-9.014e-03,1.892e-03
NCT01191268,Adverse Event,gompertz,rate,-7.646e+00,2.337e-01
NCT01191268,Lost to Follow-up,gompertz,shape,-2.203e-03,2.343e-03
NCT01191268,Lost to Follow-up,gompertz,rate,-9.370e+00,4.324e-01
NCT01191268,PI/Sponsor Decision,gompertz,shape,-3.966e-03,2.055e-03
NCT01191268,PI/Sponsor Decision,gompertz,rate,-8.772e+00,3.438e-01
NCT01191268,Voluntary Withdrawal,gompertz,shape,-2.393e-03,1.222e-03
NCT01191268,Voluntary Withdrawal,gompertz,rate,-8.031e+00,2.231e-01
NCT01191944,Adverse Event,gompertz,shape,-2.213e-02,6.839e-03
NCT01191944,Adverse Event,gompertz,rate,-6.730e+00,3.249e-01
NCT01194830,Lost to Follow-up,gompertz,shape,-1.539e-02,6.362e-03
NCT01194830,Lost to Follow-up,gompertz,rate,-6.641e+00,4.005e-01
NCT01194830,Other/Miscellaneous,gompertz,shape,-1.022e-02,5.164e-03
NCT01194830,Other/Miscellaneous,gompertz,rate,-6.677e+00,3.753e-01
NCT01204294,Adverse Event,gompertz,shape,-4.450e-03,2.282e-03
NCT01204294,Adverse Event,gompertz,rate,-8.521e+00,3.768e-01
NCT01210001,Adverse Event,gompertz,shape,-5.768e-06,6.070e-03
NCT01210001,Adverse Event,gompertz,rate,-8.912e+00,5.957e-01
NCT01214239,Voluntary Withdrawal,gompertz,shape,-3.693e-03,5.922e-03
NCT01214239,Voluntary Withdrawal,gompertz,rate,-8.001e+00,5.285e-01
NCT01306214,Adverse Event,gompertz,shape,3.804e-04,1.791e-03
NCT01306214,Adverse Event,gompertz,rate,-8.888e+00,3.765e-01
NCT01306214,Protocol Violation,gompertz,shape,-3.501e-03,2.577e-03
NCT01306214,Protocol Violation,gompertz,rate,-8.889e+00,4.438e-01
NCT01306214,Voluntary Withdrawal,gompertz,shape,-7.691e-04,1.869e-03
NCT01306214,Voluntary Withdrawal,gompertz,rate,-8.760e+00,3.718e-01
NCT01335464,Adverse Event,gompertz,shape,3.628e-04,1.008e-03
NCT01335464,Adverse Event,gompertz,rate,-7.584e+00,2.088e-01
NCT01335464,Voluntary Withdrawal,gompertz,shape,-4.122e-03,2.558e-03
NCT01335464,Voluntary Withdrawal,gompertz,rate,-8.608e+00,4.188e-01
NCT01335477,Adverse Event,gompertz,shape,-5.805e-04,9.711e-04
NCT01335477,Adverse Event,gompertz,rate,-7.397e+00,1.920e-01
NCT01335477,Voluntary Withdrawal,gompertz,shape,-6.723e-03,2.722e-03
NCT01335477,Voluntary Withdrawal,gompertz,rate,-8.300e+00,3.820e-01
NCT01368081,Adverse Event,gompertz,shape,1.468e-04,1.405e-03
NCT01368081,Adverse Event,gompertz,rate,-9.108e+00,2.939e-01
NCT01368081,Other/Miscellaneous,gompertz,shape,-6.649e-03,3.477e-03
NCT01368081,Other/Miscellaneous,gompertz,rate,-9.646e+00,5.043e-01
NCT01368081,Voluntary Withdrawal,gompertz,shape,1.124e-03,1.663e-03
NCT01368081,Voluntary Withdrawal,gompertz,rate,-9.622e+00,3.633e-01
NCT01370005,Adverse Event,gompertz,shape,-3.119e-03,1.003e-02
NCT01370005,Adverse Event,gompertz,rate,-8.240e+00,4.784e-01
NCT01422876,Adverse Event,gompertz,shape,-2.934e-03,1.337e-03
NCT01422876,Adverse Event,gompertz,rate,-8.568e+00,2.382e-01
NCT01422876,Lost to Follow-up,gompertz,shape,-1.817e-03,1.362e-03
NCT01422876,Lost to Follow-up,gompertz,rate,-8.814e+00,2.575e-01
NCT01422876,Other/Miscellaneous,gompertz,shape,-3.515e-03,1.556e-03
NCT01422876,Other/Miscellaneous,gompertz,rate,-8.760e+00,2.683e-01
NCT01422876,Protocol Violation,gompertz,shape,1.002e-03,2.736e-03
NCT01422876,Protocol Violation,gompertz,rate,-1.073e+01,5.926e-01
NCT01422876,Voluntary Withdrawal,gompertz,shape,-3.585e-03,1.764e-03
NCT01422876,Voluntary Withdrawal,gompertz,rate,-8.998e+00,3.031e-01
NCT01558271,Adverse Event,gompertz,shape,3.499e-03,2.722e-03
NCT01558271,Adverse Event,gompertz,rate,-1.017e+01,6.551e-01
NCT01558271,Voluntary Withdrawal,gompertz,shape,-7.007e-03,2.100e-03
